scenario,run,seed,year,world,good,price,stock
baseline,3,9,5,Hyperion,industrieteile,40.39,24.0
baseline,3,9,5,Hyperion,energie,39.43,15.600000000000001
baseline,3,9,5,Hyperion,luxus,80.34,14.748799999999997
baseline,3,9,5,Hyperion,biotech,87.26,24.0
baseline,3,9,5,Hyperion,core_daten,102.67,24.0
baseline,3,9,5,Hyperion,relikte,147.11,27.533599999999996
baseline,3,9,6,Lusus,nahrung,22.6,9.899999999999999
baseline,3,9,6,Lusus,rohstoffe,26.9,32.0
baseline,3,9,6,Lusus,industrieteile,40.73,32.0
baseline,3,9,6,Lusus,energie,38.98,12.800000000000004
baseline,3,9,6,Lusus,luxus,73.49,51.94399999999999
baseline,3,9,6,Lusus,biotech,79.09,32.0
baseline,3,9,6,Lusus,core_daten,116.38,45.29600000000001
baseline,3,9,6,Lusus,relikte,139.96,32.0
baseline,3,9,6,Tau Ceti,nahrung,19.5,59.372000000000014
baseline,3,9,6,Tau Ceti,rohstoffe,26.96,18.0
baseline,3,9,6,Tau Ceti,industrieteile,42.93,13.199999999999996
baseline,3,9,6,Tau Ceti,energie,40.27,13.199999999999996
baseline,3,9,6,Tau Ceti,luxus,80.76,30.0
baseline,3,9,6,Tau Ceti,biotech,77.52,39.91799999999999
baseline,3,9,6,Tau Ceti,core_daten,119.75,30.0
baseline,3,9,6,Tau Ceti,relikte,147.91,30.0
baseline,3,9,6,Maui-Covenant,nahrung,20.96,39.44000000000001
baseline,3,9,6,Maui-Covenant,rohstoffe,28.37,22.5
baseline,3,9,6,Maui-Covenant,industrieteile,42.55,26.0
baseline,3,9,6,Maui-Covenant,energie,40.84,17.0
baseline,3,9,6,Maui-Covenant,luxus,81.87,18.650000000000002
baseline,3,9,6,Maui-Covenant,biotech,82.29,40.78399999999999
baseline,3,9,6,Maui-Covenant,core_daten,108.84,26.0
baseline,3,9,6,Maui-Covenant,relikte,144.91,26.0
baseline,3,9,6,Marsim,nahrung,21.55,9.399999999999995
baseline,3,9,6,Marsim,rohstoffe,30.69,10.5
baseline,3,9,6,Marsim,industrieteile,42.87,63.43000000000001
baseline,3,9,6,Marsim,energie,35.65,50.45800000000001
baseline,3,9,6,Marsim,luxus,75.27,31.0
baseline,3,9,6,Marsim,biotech,77.55,31.0
baseline,3,9,6,Marsim,core_daten,110.78,31.0
baseline,3,9,6,Marsim,relikte,139.11,31.0
baseline,3,9,6,Qom-Riyadh,nahrung,21.94,7.600000000000007
baseline,3,9,6,Qom-Riyadh,rohstoffe,26.99,28.0
baseline,3,9,6,Qom-Riyadh,industrieteile,40.18,28.0
baseline,3,9,6,Qom-Riyadh,energie,37.05,13.600000000000007
baseline,3,9,6,Qom-Riyadh,luxus,77.26,35.19399999999999
baseline,3,9,6,Qom-Riyadh,biotech,86.58,28.0
baseline,3,9,6,Qom-Riyadh,core_daten,112.24,56.775999999999996
baseline,3,9,6,Qom-Riyadh,relikte,140.73,28.0
baseline,3,9,6,Bressia,nahrung,21.65,10.96
baseline,3,9,6,Bressia,rohstoffe,28.06,44.94879999999999
baseline,3,9,6,Bressia,industrieteile,42.11,14.739999999999995
baseline,3,9,6,Bressia,energie,39.5,33.727599999999995
baseline,3,9,6,Bressia,luxus,77.37,25.0
baseline,3,9,6,Bressia,biotech,78.58,25.0
baseline,3,9,6,Bressia,core_daten,110.61,25.0
baseline,3,9,6,Bressia,relikte,159.46,25.0
baseline,3,9,6,Hebron,nahrung,23.14,12.800000000000004
baseline,3,9,6,Hebron,rohstoffe,27.68,26.0
baseline,3,9,6,Hebron,industrieteile,40.29,26.0
baseline,3,9,6,Hebron,energie,41.51,15.199999999999996
baseline,3,9,6,Hebron,luxus,84.01,34.268
baseline,3,9,6,Hebron,biotech,82.91,16.39999999999999
baseline,3,9,6,Hebron,core_daten,121.32,26.0
baseline,3,9,6,Hebron,relikte,157.31,26.0
baseline,3,9,6,Hyperion,nahrung,22.39,15.359999999999994
baseline,3,9,6,Hyperion,rohstoffe,28.18,32.46719999999999
baseline,3,9,6,Hyperion,industrieteile,45.39,24.0
baseline,3,9,6,Hyperion,energie,39.74,13.920000000000002
baseline,3,9,6,Hyperion,luxus,85.9,12.475199999999997
baseline,3,9,6,Hyperion,biotech,83.52,24.0
baseline,3,9,6,Hyperion,core_daten,102.5,24.0
baseline,3,9,6,Hyperion,relikte,140.58,28.233599999999996
baseline,3,9,7,Lusus,nahrung,24.27,9.499999999999998
baseline,3,9,7,Lusus,rohstoffe,29.47,32.0
baseline,3,9,7,Lusus,industrieteile,41.15,32.0
baseline,3,9,7,Lusus,energie,38.46,10.7
baseline,3,9,7,Lusus,luxus,76.74,55.26799999999999
baseline,3,9,7,Lusus,biotech,78.8,32.0
baseline,3,9,7,Lusus,core_daten,115.81,47.51200000000001
baseline,3,9,7,Lusus,relikte,152.14,32.0
baseline,3,9,7,Tau Ceti,nahrung,20.35,59.98400000000001
baseline,3,9,7,Tau Ceti,rohstoffe,26.98,18.0
baseline,3,9,7,Tau Ceti,industrieteile,45.49,10.399999999999995
baseline,3,9,7,Tau Ceti,energie,40.1,10.399999999999995
baseline,3,9,7,Tau Ceti,luxus,82.71,30.0
baseline,3,9,7,Tau Ceti,biotech,76.33,41.57099999999999
baseline,3,9,7,Tau Ceti,core_daten,119.12,30.0
baseline,3,9,7,Tau Ceti,relikte,139.62,30.0
baseline,3,9,7,Maui-Covenant,nahrung,20.07,41.680000000000014
baseline,3,9,7,Maui-Covenant,rohstoffe,29.05,22.5
baseline,3,9,7,Maui-Covenant,industrieteile,45.12,26.0
baseline,3,9,7,Maui-Covenant,energie,40.46,14.400000000000006
baseline,3,9,7,Maui-Covenant,luxus,78.12,17.650000000000002
baseline,3,9,7,Maui-Covenant,biotech,76.73,43.24799999999999
baseline,3,9,7,Maui-Covenant,core_daten,118.08,26.0
baseline,3,9,7,Maui-Covenant,relikte,143.31,26.0
baseline,3,9,7,Marsim,nahrung,23.65,5.799999999999995
baseline,3,9,7,Marsim,rohstoffe,31.56,10.5
baseline,3,9,7,Marsim,industrieteile,41.04,68.83500000000001
baseline,3,9,7,Marsim,energie,37.37,53.701000000000015
baseline,3,9,7,Marsim,luxus,78.17,31.0
baseline,3,9,7,Marsim,biotech,78.27,31.0
baseline,3,9,7,Marsim,core_daten,110.72,31.0
baseline,3,9,7,Marsim,relikte,149.63,31.0
baseline,3,9,7,Qom-Riyadh,nahrung,21.25,5.200000000000006
baseline,3,9,7,Qom-Riyadh,rohstoffe,27.82,28.0
baseline,3,9,7,Qom-Riyadh,industrieteile,40.43,28.0
baseline,3,9,7,Qom-Riyadh,energie,41.5,11.200000000000006
baseline,3,9,7,Qom-Riyadh,luxus,79.58,36.39299999999999
baseline,3,9,7,Qom-Riyadh,biotech,86.51,28.0
baseline,3,9,7,Qom-Riyadh,core_daten,106.27,61.571999999999996
baseline,3,9,7,Qom-Riyadh,relikte,141.71,28.0
baseline,3,9,7,Bressia,nahrung,22.55,8.620000000000001
baseline,3,9,7,Bressia,rohstoffe,29.67,48.27359999999999
baseline,3,9,7,Bressia,industrieteile,47.21,13.029999999999994
baseline,3,9,7,Bressia,energie,41.0,35.182199999999995
baseline,3,9,7,Bressia,luxus,82.61,25.0
baseline,3,9,7,Bressia,biotech,84.07,25.0
baseline,3,9,7,Bressia,core_daten,111.93,25.0
baseline,3,9,7,Bressia,relikte,158.91,25.0
baseline,3,9,7,Hebron,nahrung,23.1,10.600000000000005
baseline,3,9,7,Hebron,rohstoffe,27.92,20.0
baseline,3,9,7,Hebron,industrieteile,39.87,26.0
baseline,3,9,7,Hebron,energie,41.45,13.399999999999995
baseline,3,9,7,Hebron,luxus,75.82,35.646
baseline,3,9,7,Hebron,biotech,78.15,14.799999999999992
baseline,3,9,7,Hebron,core_daten,103.58,26.0
baseline,3,9,7,Hebron,relikte,147.75,26.0
baseline,3,9,7,Hyperion,nahrung,21.78,13.919999999999995
baseline,3,9,7,Hyperion,rohstoffe,30.19,33.86719999999999
baseline,3,9,7,Hyperion,industrieteile,38.73,24.0
baseline,3,9,7,Hyperion,energie,35.58,12.240000000000002
baseline,3,9,7,Hyperion,luxus,87.21,10.907199999999998
baseline,3,9,7,Hyperion,biotech,79.39,24.0
baseline,3,9,7,Hyperion,core_daten,109.27,24.0
baseline,3,9,7,Hyperion,relikte,134.45,28.933599999999995
baseline,3,9,8,Lusus,nahrung,22.33,9.099999999999998
baseline,3,9,8,Lusus,rohstoffe,29.94,32.0
baseline,3,9,8,Lusus,industrieteile,40.36,32.0
baseline,3,9,8,Lusus,energie,40.27,10.7
baseline,3,9,8,Lusus,luxus,74.84,58.591999999999985
baseline,3,9,8,Lusus,biotech,81.95,32.0
baseline,3,9,8,Lusus,core_daten,117.04,49.72800000000001
baseline,3,9,8,Lusus,relikte,142.52,32.0
baseline,3,9,8,Tau Ceti,nahrung,19.51,66.596
baseline,3,9,8,Tau Ceti,rohstoffe,27.04,18.0
baseline,3,9,8,Tau Ceti,industrieteile,48.25,10.3
baseline,3,9,8,Tau Ceti,energie,42.06,9.3
baseline,3,9,8,Tau Ceti,luxus,78.89,30.0
baseline,3,9,8,Tau Ceti,biotech,77.15,43.22399999999999
baseline,3,9,8,Tau Ceti,core_daten,106.75,30.0
baseline,3,9,8,Tau Ceti,relikte,139.71,30.0
baseline,3,9,8,Maui-Covenant,nahrung,20.57,37.920000000000016
baseline,3,9,8,Maui-Covenant,rohstoffe,26.75,22.5
baseline,3,9,8,Maui-Covenant,industrieteile,43.12,26.0
baseline,3,9,8,Maui-Covenant,energie,37.74,12.900000000000006
baseline,3,9,8,Maui-Covenant,luxus,82.09,16.650000000000002
baseline,3,9,8,Maui-Covenant,biotech,83.2,45.71199999999999
baseline,3,9,8,Maui-Covenant,core_daten,106.88,26.0
baseline,3,9,8,Maui-Covenant,relikte,154.24,26.0
baseline,3,9,8,Marsim,nahrung,24.07,2.1999999999999957
baseline,3,9,8,Marsim,rohstoffe,32.5,10.5
baseline,3,9,8,Marsim,industrieteile,43.15,74.24000000000001
baseline,3,9,8,Marsim,energie,37.34,52.04400000000001
baseline,3,9,8,Marsim,luxus,79.11,31.0
baseline,3,9,8,Marsim,biotech,80.24,31.0
baseline,3,9,8,Marsim,core_daten,118.47,31.0
baseline,3,9,8,Marsim,relikte,148.8,31.0
baseline,3,9,8,Qom-Riyadh,nahrung,23.82,2.8000000000000065
baseline,3,9,8,Qom-Riyadh,rohstoffe,27.94,28.0
baseline,3,9,8,Qom-Riyadh,industrieteile,41.69,25.299999999999994
baseline,3,9,8,Qom-Riyadh,energie,41.09,9.9
baseline,3,9,8,Qom-Riyadh,luxus,80.61,37.591999999999985
baseline,3,9,8,Qom-Riyadh,biotech,77.86,28.0
baseline,3,9,8,Qom-Riyadh,core_daten,112.34,66.368
baseline,3,9,8,Qom-Riyadh,relikte,149.94,28.0
baseline,3,9,8,Bressia,nahrung,23.88,6.280000000000001
baseline,3,9,8,Bressia,rohstoffe,26.45,45.598399999999984
baseline,3,9,8,Bressia,industrieteile,45.42,11.319999999999993
baseline,3,9,8,Bressia,energie,40.63,35.5368
baseline,3,9,8,Bressia,luxus,71.92,25.0
baseline,3,9,8,Bressia,biotech,88.58,25.0
baseline,3,9,8,Bressia,core_daten,121.61,25.0
baseline,3,9,8,Bressia,relikte,136.02,25.0
baseline,3,9,8,Hebron,nahrung,22.99,8.400000000000006
baseline,3,9,8,Hebron,rohstoffe,25.96,20.0
baseline,3,9,8,Hebron,industrieteile,45.97,26.0
baseline,3,9,8,Hebron,energie,38.84,11.599999999999994
baseline,3,9,8,Hebron,luxus,74.41,37.024
baseline,3,9,8,Hebron,biotech,80.97,13.199999999999992
baseline,3,9,8,Hebron,core_daten,123.2,26.0
baseline,3,9,8,Hebron,relikte,146.29,26.0
baseline,3,9,8,Hyperion,nahrung,21.37,12.479999999999995
baseline,3,9,8,Hyperion,rohstoffe,28.02,35.26719999999999
baseline,3,9,8,Hyperion,industrieteile,44.59,24.0
baseline,3,9,8,Hyperion,energie,41.79,10.560000000000002
baseline,3,9,8,Hyperion,luxus,82.77,9.339199999999998
baseline,3,9,8,Hyperion,biotech,80.52,24.0
baseline,3,9,8,Hyperion,core_daten,119.89,24.0
baseline,3,9,8,Hyperion,relikte,147.02,29.633599999999994
baseline,3,9,9,Lusus,nahrung,26.16,2.6999999999999975
baseline,3,9,9,Lusus,rohstoffe,27.52,32.0
baseline,3,9,9,Lusus,industrieteile,43.54,32.0
baseline,3,9,9,Lusus,energie,40.87,10.7
baseline,3,9,9,Lusus,luxus,81.08,61.91599999999998
baseline,3,9,9,Lusus,biotech,82.6,32.0
baseline,3,9,9,Lusus,core_daten,114.64,51.94400000000001
baseline,3,9,9,Lusus,relikte,142.14,32.0
baseline,3,9,9,Tau Ceti,nahrung,20.65,69.148
baseline,3,9,9,Tau Ceti,rohstoffe,27.58,18.0
baseline,3,9,9,Tau Ceti,industrieteile,44.78,10.3
baseline,3,9,9,Tau Ceti,energie,41.83,9.3
baseline,3,9,9,Tau Ceti,luxus,77.1,30.0
baseline,3,9,9,Tau Ceti,biotech,80.48,44.87699999999999
baseline,3,9,9,Tau Ceti,core_daten,118.13,30.0
baseline,3,9,9,Tau Ceti,relikte,145.01,30.0
baseline,3,9,9,Maui-Covenant,nahrung,20.53,40.16000000000002
baseline,3,9,9,Maui-Covenant,rohstoffe,28.54,22.5
baseline,3,9,9,Maui-Covenant,industrieteile,42.24,26.0
baseline,3,9,9,Maui-Covenant,energie,38.7,11.400000000000006
baseline,3,9,9,Maui-Covenant,luxus,82.85,15.650000000000002
baseline,3,9,9,Maui-Covenant,biotech,82.29,48.17599999999999
baseline,3,9,9,Maui-Covenant,core_daten,113.66,26.0
baseline,3,9,9,Maui-Covenant,relikte,141.54,26.0
baseline,3,9,9,Marsim,nahrung,22.96,6.0
baseline,3,9,9,Marsim,rohstoffe,31.2,10.5
baseline,3,9,9,Marsim,industrieteile,40.08,79.64500000000001
baseline,3,9,9,Marsim,energie,38.12,49.28700000000001
baseline,3,9,9,Marsim,luxus,82.55,31.0
baseline,3,9,9,Marsim,biotech,80.93,31.0
baseline,3,9,9,Marsim,core_daten,115.1,31.0
baseline,3,9,9,Marsim,relikte,148.8,31.0
baseline,3,9,9,Qom-Riyadh,nahrung,30.19,0.4000000000000066
baseline,3,9,9,Qom-Riyadh,rohstoffe,28.61,28.0
baseline,3,9,9,Qom-Riyadh,industrieteile,44.87,25.299999999999994
baseline,3,9,9,Qom-Riyadh,energie,39.97,7.5
baseline,3,9,9,Qom-Riyadh,luxus,83.13,38.79099999999998
baseline,3,9,9,Qom-Riyadh,biotech,78.44,28.0
baseline,3,9,9,Qom-Riyadh,core_daten,110.38,71.16399999999999
baseline,3,9,9,Qom-Riyadh,relikte,140.31,28.0
baseline,3,9,9,Bressia,nahrung,24.12,3.940000000000001
baseline,3,9,9,Bressia,rohstoffe,26.21,48.92319999999998
baseline,3,9,9,Bressia,industrieteile,49.26,9.609999999999992
baseline,3,9,9,Bressia,energie,38.63,36.9914
baseline,3,9,9,Bressia,luxus,84.24,25.0
baseline,3,9,9,Bressia,biotech,75.61,25.0
baseline,3,9,9,Bressia,core_daten,122.01,25.0
baseline,3,9,9,Bressia,relikte,152.5,25.0
baseline,3,9,9,Hebron,nahrung,23.59,6.2000000000000055
baseline,3,9,9,Hebron,rohstoffe,28.14,14.0
baseline,3,9,9,Hebron,industrieteile,42.2,26.0
baseline,3,9,9,Hebron,energie,40.0,9.799999999999994
baseline,3,9,9,Hebron,luxus,85.16,37.0732
baseline,3,9,9,Hebron,biotech,82.65,11.599999999999993
baseline,3,9,9,Hebron,core_daten,120.46,26.0
baseline,3,9,9,Hebron,relikte,149.51,26.0
baseline,3,9,9,Hyperion,nahrung,22.11,9.1
baseline,3,9,9,Hyperion,rohstoffe,28.13,36.66719999999999
baseline,3,9,9,Hyperion,industrieteile,39.68,21.2
baseline,3,9,9,Hyperion,energie,41.71,8.880000000000003
baseline,3,9,9,Hyperion,luxus,78.97,9.1
baseline,3,9,9,Hyperion,biotech,78.06,24.0
baseline,3,9,9,Hyperion,core_daten,106.89,24.0
baseline,3,9,9,Hyperion,relikte,134.02,30.333599999999993
baseline,3,9,10,Lusus,nahrung,25.59,6.0
baseline,3,9,10,Lusus,rohstoffe,28.35,30.5
baseline,3,9,10,Lusus,industrieteile,43.41,29.2
baseline,3,9,10,Lusus,energie,38.96,8.7
baseline,3,9,10,Lusus,luxus,73.7,65.23999999999998
baseline,3,9,10,Lusus,biotech,83.97,32.0
baseline,3,9,10,Lusus,core_daten,108.81,54.16000000000001
baseline,3,9,10,Lusus,relikte,141.33,32.0
baseline,3,9,10,Tau Ceti,nahrung,19.52,69.75999999999999
baseline,3,9,10,Tau Ceti,rohstoffe,28.88,18.0
baseline,3,9,10,Tau Ceti,industrieteile,48.44,10.3
baseline,3,9,10,Tau Ceti,energie,43.33,6.500000000000001
baseline,3,9,10,Tau Ceti,luxus,73.78,30.0
baseline,3,9,10,Tau Ceti,biotech,79.22,46.52999999999999
baseline,3,9,10,Tau Ceti,core_daten,106.07,30.0
baseline,3,9,10,Tau Ceti,relikte,152.77,30.0
baseline,3,9,10,Maui-Covenant,nahrung,20.05,42.40000000000002
baseline,3,9,10,Maui-Covenant,rohstoffe,28.95,22.5
baseline,3,9,10,Maui-Covenant,industrieteile,45.46,26.0
baseline,3,9,10,Maui-Covenant,energie,40.07,9.900000000000006
baseline,3,9,10,Maui-Covenant,luxus,86.29,14.650000000000002
baseline,3,9,10,Maui-Covenant,biotech,78.74,50.639999999999986
baseline,3,9,10,Maui-Covenant,core_daten,109.69,26.0
baseline,3,9,10,Maui-Covenant,relikte,151.82,26.0
baseline,3,9,10,Marsim,nahrung,23.81,2.4000000000000004
baseline,3,9,10,Marsim,rohstoffe,34.02,10.5
baseline,3,9,10,Marsim,industrieteile,44.85,85.0233
baseline,3,9,10,Marsim,energie,37.65,46.513980000000004
baseline,3,9,10,Marsim,luxus,81.15,31.0
baseline,3,9,10,Marsim,biotech,79.54,31.0
baseline,3,9,10,Marsim,core_daten,117.61,31.0
baseline,3,9,10,Marsim,relikte,146.79,31.0
baseline,3,9,10,Qom-Riyadh,nahrung,31.26,0.0
baseline,3,9,10,Qom-Riyadh,rohstoffe,30.02,28.0
baseline,3,9,10,Qom-Riyadh,industrieteile,45.25,25.299999999999994
baseline,3,9,10,Qom-Riyadh,energie,41.19,9.9
baseline,3,9,10,Qom-Riyadh,luxus,83.52,38.42199999999998
baseline,3,9,10,Qom-Riyadh,biotech,83.06,28.0
baseline,3,9,10,Qom-Riyadh,core_daten,111.79,75.95999999999998
baseline,3,9,10,Qom-Riyadh,relikte,149.75,28.0
baseline,3,9,10,Bressia,nahrung,25.1,1.6000000000000005
baseline,3,9,10,Bressia,rohstoffe,25.88,52.247999999999976
baseline,3,9,10,Bressia,industrieteile,42.94,7.899999999999992
baseline,3,9,10,Bressia,energie,39.89,38.446
baseline,3,9,10,Bressia,luxus,76.71,25.0
baseline,3,9,10,Bressia,biotech,85.35,25.0
baseline,3,9,10,Bressia,core_daten,109.02,25.0
baseline,3,9,10,Bressia,relikte,137.24,25.0
baseline,3,9,10,Hebron,nahrung,23.74,4.000000000000005
baseline,3,9,10,Hebron,rohstoffe,29.46,9.5
baseline,3,9,10,Hebron,industrieteile,42.57,26.0
baseline,3,9,10,Hebron,energie,39.66,7.999999999999994
baseline,3,9,10,Hebron,luxus,74.56,38.4512
baseline,3,9,10,Hebron,biotech,81.48,9.999999999999993
baseline,3,9,10,Hebron,core_daten,120.16,26.0
baseline,3,9,10,Hebron,relikte,146.39,26.0
baseline,3,9,10,Hyperion,nahrung,22.79,7.659999999999999
baseline,3,9,10,Hyperion,rohstoffe,29.51,38.067199999999985
baseline,3,9,10,Hyperion,industrieteile,40.17,21.2
baseline,3,9,10,Hyperion,energie,43.09,7.200000000000003
baseline,3,9,10,Hyperion,luxus,77.98,9.1
baseline,3,9,10,Hyperion,biotech,86.26,24.0
baseline,3,9,10,Hyperion,core_daten,112.31,24.0
baseline,3,9,10,Hyperion,relikte,146.42,31.033599999999993
baseline,3,9,11,Lusus,nahrung,23.03,6.0
baseline,3,9,11,Lusus,rohstoffe,29.32,30.5
baseline,3,9,11,Lusus,industrieteile,40.61,29.2
baseline,3,9,11,Lusus,energie,42.16,5.499999999999999
baseline,3,9,11,Lusus,luxus,81.02,68.54383999999997
baseline,3,9,11,Lusus,biotech,77.27,32.0
baseline,3,9,11,Lusus,core_daten,109.52,56.36256000000001
baseline,3,9,11,Lusus,relikte,152.84,32.0
baseline,3,9,11,Tau Ceti,nahrung,21.75,70.37199999999999
baseline,3,9,11,Tau Ceti,rohstoffe,27.41,18.0
baseline,3,9,11,Tau Ceti,industrieteile,44.37,10.3
baseline,3,9,11,Tau Ceti,energie,38.86,9.700000000000001
baseline,3,9,11,Tau Ceti,luxus,77.24,30.0
baseline,3,9,11,Tau Ceti,biotech,82.71,48.182999999999986
baseline,3,9,11,Tau Ceti,core_daten,116.75,30.0
baseline,3,9,11,Tau Ceti,relikte,153.47,30.0
baseline,3,9,11,Maui-Covenant,nahrung,21.0,44.64000000000002
baseline,3,9,11,Maui-Covenant,rohstoffe,27.72,22.5
baseline,3,9,11,Maui-Covenant,industrieteile,44.17,26.0
baseline,3,9,11,Maui-Covenant,energie,38.46,8.400000000000006
baseline,3,9,11,Maui-Covenant,luxus,82.88,13.650000000000002
baseline,3,9,11,Maui-Covenant,biotech,77.39,53.103999999999985
baseline,3,9,11,Maui-Covenant,core_daten,114.82,26.0
baseline,3,9,11,Maui-Covenant,relikte,145.67,26.0
baseline,3,9,11,Marsim,nahrung,35.53,0.0
baseline,3,9,11,Marsim,rohstoffe,32.13,10.5
baseline,3,9,11,Marsim,industrieteile,40.52,90.4016
baseline,3,9,11,Marsim,energie,38.9,43.74096
baseline,3,9,11,Marsim,luxus,77.14,31.0
baseline,3,9,11,Marsim,biotech,82.77,31.0
baseline,3,9,11,Marsim,core_daten,113.56,31.0
baseline,3,9,11,Marsim,relikte,146.46,31.0
baseline,3,9,11,Qom-Riyadh,nahrung,33.9,0.0
baseline,3,9,11,Qom-Riyadh,rohstoffe,27.43,22.0
baseline,3,9,11,Qom-Riyadh,industrieteile,44.77,25.299999999999994
baseline,3,9,11,Qom-Riyadh,energie,39.47,7.5
baseline,3,9,11,Qom-Riyadh,luxus,81.8,39.61472999999998
baseline,3,9,11,Qom-Riyadh,biotech,81.92,28.0
baseline,3,9,11,Qom-Riyadh,core_daten,114.16,80.73091999999998
baseline,3,9,11,Qom-Riyadh,relikte,146.87,28.0
baseline,3,9,11,Bressia,nahrung,33.31,0.0
baseline,3,9,11,Bressia,rohstoffe,29.15,55.57279999999997
baseline,3,9,11,Bressia,industrieteile,44.12,6.189999999999992
baseline,3,9,11,Bressia,energie,39.28,39.9006
baseline,3,9,11,Bressia,luxus,71.9,25.0
baseline,3,9,11,Bressia,biotech,86.36,25.0
baseline,3,9,11,Bressia,core_daten,103.84,25.0
baseline,3,9,11,Bressia,relikte,132.58,25.0
baseline,3,9,11,Hebron,nahrung,25.25,1.8000000000000052
baseline,3,9,11,Hebron,rohstoffe,27.3,9.5
baseline,3,9,11,Hebron,industrieteile,39.54,23.2
baseline,3,9,11,Hebron,energie,38.68,6.199999999999994
baseline,3,9,11,Hebron,luxus,76.91,39.8292
baseline,3,9,11,Hebron,biotech,83.44,8.399999999999993
baseline,3,9,11,Hebron,core_daten,123.46,26.0
baseline,3,9,11,Hebron,relikte,140.08,26.0
baseline,3,9,11,Hyperion,nahrung,19.81,6.219999999999999
baseline,3,9,11,Hyperion,rohstoffe,28.25,39.467199999999984
baseline,3,9,11,Hyperion,industrieteile,43.98,21.2
baseline,3,9,11,Hyperion,energie,37.56,5.520000000000003
baseline,3,9,11,Hyperion,luxus,86.92,7.532
baseline,3,9,11,Hyperion,biotech,78.97,24.0
baseline,3,9,11,Hyperion,core_daten,118.44,24.0
baseline,3,9,11,Hyperion,relikte,140.58,31.733599999999992
baseline,3,9,12,Lusus,nahrung,24.29,6.0
baseline,3,9,12,Lusus,rohstoffe,30.12,30.5
baseline,3,9,12,Lusus,industrieteile,43.84,29.2
baseline,3,9,12,Lusus,energie,43.73,8.299999999999999
baseline,3,9,12,Lusus,luxus,81.5,71.83345999999997
baseline,3,9,12,Lusus,biotech,86.37,32.0
baseline,3,9,12,Lusus,core_daten,107.13,58.55564000000001
baseline,3,9,12,Lusus,relikte,146.2,32.0
baseline,3,9,12,Tau Ceti,nahrung,20.44,76.98399999999998
baseline,3,9,12,Tau Ceti,rohstoffe,29.77,18.0
baseline,3,9,12,Tau Ceti,industrieteile,44.64,10.3
baseline,3,9,12,Tau Ceti,energie,39.97,6.900000000000001
baseline,3,9,12,Tau Ceti,luxus,81.13,30.0
baseline,3,9,12,Tau Ceti,biotech,76.27,49.835999999999984
baseline,3,9,12,Tau Ceti,core_daten,117.5,30.0
baseline,3,9,12,Tau Ceti,relikte,137.73,30.0
baseline,3,9,12,Maui-Covenant,nahrung,19.67,40.880000000000024
baseline,3,9,12,Maui-Covenant,rohstoffe,28.45,22.5
baseline,3,9,12,Maui-Covenant,industrieteile,43.0,26.0
baseline,3,9,12,Maui-Covenant,energie,41.11,6.900000000000006
baseline,3,9,12,Maui-Covenant,luxus,77.55,12.650000000000002
baseline,3,9,12,Maui-Covenant,biotech,76.13,52.86799999999998
baseline,3,9,12,Maui-Covenant,core_daten,113.18,26.0
baseline,3,9,12,Maui-Covenant,relikte,144.09,26.0
baseline,3,9,12,Marsim,nahrung,37.85,0.0
baseline,3,9,12,Marsim,rohstoffe,30.99,10.5
baseline,3,9,12,Marsim,industrieteile,40.78,95.7538
baseline,3,9,12,Marsim,energie,37.79,40.95228
baseline,3,9,12,Marsim,luxus,79.18,31.0
baseline,3,9,12,Marsim,biotech,85.69,31.0
baseline,3,9,12,Marsim,core_daten,117.26,31.0
baseline,3,9,12,Marsim,relikte,141.93,31.0
baseline,3,9,12,Qom-Riyadh,nahrung,31.27,0.0
baseline,3,9,12,Qom-Riyadh,rohstoffe,28.04,22.0
baseline,3,9,12,Qom-Riyadh,industrieteile,41.38,25.299999999999994
baseline,3,9,12,Qom-Riyadh,energie,42.17,5.1
baseline,3,9,12,Qom-Riyadh,luxus,73.81,40.80092599999998
baseline,3,9,12,Qom-Riyadh,biotech,80.63,28.0
baseline,3,9,12,Qom-Riyadh,core_daten,109.49,85.47570399999998
baseline,3,9,12,Qom-Riyadh,relikte,151.83,28.0
baseline,3,9,12,Bressia,nahrung,31.13,0.0
baseline,3,9,12,Bressia,rohstoffe,27.58,52.88177919999997
baseline,3,9,12,Bressia,industrieteile,53.44,4.479999999999992
baseline,3,9,12,Bressia,energie,35.18,41.3482784
baseline,3,9,12,Bressia,luxus,71.92,21.864
baseline,3,9,12,Bressia,biotech,87.15,25.0
baseline,3,9,12,Bressia,core_daten,119.8,25.0
baseline,3,9,12,Bressia,relikte,156.31,25.0
baseline,3,9,12,Hebron,nahrung,33.87,0.0
baseline,3,9,12,Hebron,rohstoffe,27.36,9.5
baseline,3,9,12,Hebron,industrieteile,43.92,23.2
baseline,3,9,12,Hebron,energie,42.53,4.399999999999994
baseline,3,9,12,Hebron,luxus,77.82,41.2072
baseline,3,9,12,Hebron,biotech,81.09,9.5
baseline,3,9,12,Hebron,core_daten,111.08,26.0
baseline,3,9,12,Hebron,relikte,152.35,26.0
baseline,3,9,12,Hyperion,nahrung,23.59,4.7799999999999985
baseline,3,9,12,Hyperion,rohstoffe,30.54,40.86719999999998
baseline,3,9,12,Hyperion,industrieteile,46.36,18.4
baseline,3,9,12,Hyperion,energie,39.78,3.840000000000003
baseline,3,9,12,Hyperion,luxus,78.83,9.1
